"line","direction","raw_duration","duration","distance","average_speed","stop_number","other_meta_number","date","user","heure pointe","name","trace_id"
"29","A","96","100","21058","13","31","33","2019-11-18","Gomis%20LY","False","29___A___LA_2019_11_18_11_46_47.gpx","3159539"
"205","B","79","80","14048","11","23","26","2019-11-13","olivier%20kouame","False","205___B___KKO___HP_2019_11_13_08_39_41.gpx","3148043"
"772","A","47","50","27471","35","1","3","2019-11-12","Gomis%20LY","False","772___A___LA_2019_11_12_15_18_52.gpx","3148184"
"772","B","114","115","28340","15","34","36","2019-11-12","Gomis%20LY","False","772___B___LA___HP_2019_11_12_17_00_31.gpx","3148183"
"729","B","77","80","19824","16","16","19","2019-11-12","olivier%20kouame","True","729___B___KKO___HP_2019_11_12_18_38_10.gpx","3148042"
"729","A","75","75","21190","17","17","20","2019-11-12","olivier%20kouame","False","729___A___KKO_2019_11_12_10_39_51.gpx","3148041"
"53","A","91","95","22630","15","19","22","2019-11-12","Jean-Philippe%20Koffi","False","53__Vridi_Cit____Campus___A___JPK___HP_2019_11_12_08_36_39.gpx","3147563"
"STL","B","93","95","16704","11","5","5","2019-11-12","Kone%20Mariama","True","STL_B_KM_HP_Koumassi_abobodoum___2019_11_12_18_57_02.gpx","3147540"
"STL","A","68","70","5862","5","1","4","2019-11-12","Kone%20Mariama","False","STL_A_KM_HP_Treichville_abobodoum___2019_11_12_16_21_15.gpx","3147539"
"775","B","78","80","16396","13","21","24","2019-11-12","Kone%20Mariama","True","775_B_KM_HP_2019_11_12_07_42_53.gpx","3147538"
"775","A","58","60","16396","17","16","19","2019-11-12","Kone%20Mariama","False","775_A_KM_HP_2019_11_12_06_42_56.gpx","3147537"
"17","?","48","50","17087","21","16","18","2019-11-12","kowao%20bruce","False","17___Vridi_Canal___Gare_Gonzagueville___BKD_2019_11_12_10_50_38.gpx","3147484"
"17","?","58","60","17115","18","20","21","2019-11-12","kowao%20bruce","False","17__Gare_Gonzagueville___Vridi_Canal___BKD_2019_11_12_09_51_59.gpx","3147483"
"17","B","34","35","12687","22","16","18","2019-11-12","kowao%20bruce","False","17___Vridi_Canal___Gonzagueville___B__BKD___HP_2019_11_12_07_59_31.gpx","3147481"
"17","?","67","70","16804","15","17","18","2019-11-12","kowao%20bruce","False","17___Gare_SOTRA_Gonzagueville___Vridi_Canal___BKD___HP_2019_11_12_06_45_08.gpx","3147480"
"211","B","77","80","20923","16","21","23","2019-11-11","Gomis%20LY","True","211___B___LA___HP_2019_11_11_07_28_02.gpx","3148182"
"771","B","124","125","28960","14","30","32","2019-11-11","ZELY%20BEDEL","False","771__Vridri_Ifran__Yopougon_Niangon_sud_a_droite__B___HP__ZB_2019_11_11_17_17_39.gpx","3147340"
"771","A","88","90","26768","18","24","27","2019-11-11","ZELY%20BEDEL","False","771__Terminus_39__Vridi_ifran__A___HP__ZB_2019_11_11_06_38_57.gpx","3147339"
"17","A","89","90","18774","13","22","24","2019-11-11","kowao%20bruce","True","17___Anani___Port_de_P_che___A___BKD___HP_2019_11_11_07_02_02.gpx","3147109"
"17","B","52","55","19668","23","20","22","2019-11-11","kowao%20bruce","False","17___Port_de_P_che___Anani___B___BKD___HP_2019_11_11_08_43_29.gpx","3147108"
"773","B","115","115","21726","11","26","29","2019-11-11","Jean-Philippe%20Koffi","False","773_Plateau___Bingerville___B___JPK_2019_11_11_16_33_25.gpx","3147057"
"773","A","80","80","21204","16","17","20","2019-11-11","Jean-Philippe%20Koffi","True","773_Bingerville___Plateau___A__JPK__HP_2019_11_11_18_29_09.gpx","3147056"
"773","B","66","70","21602","20","17","20","2019-11-11","Jean-Philippe%20Koffi","False","773_Plateau___Bingerville___B___JPK___HP_2019_11_11_19_54_58.gpx","3147055"
"21","B","52","55","14236","16","14","17","2019-11-11","Kone%20Mariama","True","21_B_KM_HP_2019_11_11_18_45_01.gpx","3147027"
"21","A","105","105","13468","8","15","18","2019-11-11","Kone%20Mariama","False","21_A_KM_HP_2019_11_11_16_55_01.gpx","3147025"
"STL","B","25","25","3041","7","2","5","2019-11-11","Kone%20Mariama","False","STL_B_KM_abobodoum__plateau_Treichville__2019_11_11_10_35_43.gpx","3147024"
"STL","A","49","50","9148","11","3","6","2019-11-11","Kone%20Mariama","False","STL_A_KM_HP_Treichville_plateau_M_pouto_Koumassi__2019_11_11_08_00_57.gpx","3147020"
"STL","B","21","25","2871","8","1","4","2019-11-11","Kone%20Mariama","True","STL_B_KM_HP_Abobodoume_Treichville__2019_11_11_07_36_48.gpx","3147019"
"STL","A","45","45","3135","4","2","5","2019-11-11","Kone%20Mariama","False","STL_A_KM_HP_Treichville_plateau_abobodoum___2019_11_11_06_47_37.gpx","3147017"
"34","A","90","90","16298","11","18","21","2019-11-11","olivier%20kouame","True","34___A___KKO___HP_2019_11_11_18_00_06.gpx","3146997"
"34","B","53","55","15316","17","15","18","2019-11-11","olivier%20kouame","False","34___B___KKO___HP_2019_11_11_16_49_11.gpx","3146996"
"28","B","60","60","13630","14","21","24","2019-11-11","olivier%20kouame","False","28___B___KKO__RIVIERA_2__2019_11_11_09_00_42.gpx","3146995"
"28","A","51","55","13645","16","19","22","2019-11-11","olivier%20kouame","False","28___A___KKO___HP___RIVIERA_2___2019_11_11_08_05_02.gpx","3146994"
"67","B","79","80","19671","15","26","28","2019-11-11","Coulibaly%20Noura","False","67_B_CN_hp__Gonzague_march__Treichville_2019_11_11_08_02_59.gpx","3146961"
"67","A","54","55","20884","23","24","25","2019-11-11","Coulibaly%20Noura","False","67_A_CN_hp__march__Treichville_Gonzague_2019_11_11_06_50_21.gpx","3146960"
"15","A","42","45","18107","26","13","15","2019-11-11","Cherif%20Madhy","True","15___A___CAM___HP_new_2019_11_11_07_43_10.gpx","3146698"
"36","A","65","65","14339","13","16","19","2019-11-08","olivier%20kouame","False","36___A___KKO___HP_2019_11_08_19_15_17.gpx","3145197"
"STL","B","55","55","8755","10","3","6","2019-11-08","Kone%20Mariama","False","STL_B_KM_Koumassi_M_pouto_plateau_Treichville__2019_11_08_14_40_13.gpx","3145196"
"STL","A","99","100","9224","6","3","5","2019-11-08","Kone%20Mariama","False","STL_A_KM_Treichville_plateau_M_pouto_Koumassi___2019_11_08_12_46_33.gpx","3145195"
"STL","B","26","30","3099","7","2","5","2019-11-08","Kone%20Mariama","False","STL_B_KM_Abobodoum__plateau_Treichville__2019_11_08_12_13_17.gpx","3145194"
"STL","A","35","35","3109","5","3","5","2019-11-08","Kone%20Mariama","False","STL_A_KM_Treichville_plateau_abobodoum___2019_11_08_11_35_37.gpx","3145193"
"44","B","57","60","10726","11","21","25","2019-11-08","olivier%20kouame","False","44___B___KKO___HP_2019_11_08_17_00_21.gpx","3145192"
"86","B","62","65","13643","13","12","15","2019-11-08","Kone%20Mariama","True","86_B_KM_HP_2019_11_08_07_17_54.gpx","3145191"
"86","A","56","60","12979","14","11","12","2019-11-08","Kone%20Mariama","False","86_A_KM_HP_2019_11_08_06_16_32.gpx","3145190"
"25","B","0","0","17","2","17","21","2019-11-08","olivier%20kouame","False","25___B___KKO___HP_2019_11_08_07_51_46.gpx","3145189"
"25","A","59","60","9875","10","13","16","2019-11-08","olivier%20kouame","False","25___A___KKO___HP_2019_11_08_06_44_00.gpx","3145188"
"718","A","66","70","22185","20","18","21","2019-11-08","ZELY%20BEDEL","True","718__Libert___Gonzagville__HP__A__ZB_2019_11_08_07_35_33.gpx","3145187"
"718","B","105","105","23189","13","15","18","2019-11-08","ZELY%20BEDEL","False","718__Gonzagville__Libert___B___HP__ZB_2019_11_08_08_44_35.gpx","3145186"
"610","A","116","120","18829","10","21","24","2019-11-08","ZELY%20BEDEL","False","610__Libert___H_pital_mere_enfant_de_bingerville__A__HP___ZB_2019_11_08_16_50_19.gpx","3145185"
"610","B","57","60","18167","19","14","17","2019-11-08","ZELY%20BEDEL","False","610__H_pital_bingerville_m_re_enfant__libert___B___HP__ZB_2019_11_08_19_58_17.gpx","3145184"
"23","A","44","45","13156","18","16","18","2019-11-08","kowao%20bruce","False","23___A___BKD___HP_2019_11_08_20_27_03.gpx","3145180"
"23","B","43","45","12949","18","17","19","2019-11-08","kowao%20bruce","False","23___B___BKD__HP_2019_11_08_19_40_23.gpx","3145179"
"721","A","68","70","13550","12","10","13","2019-11-08","Jean-Philippe%20Koffi","True","721_Palmeraie___Chu_de_Treichville___A___JPK___HP_2019_11_08_07_02_43.gpx","3145174"
"721","B","37","40","13485","22","8","11","2019-11-08","Jean-Philippe%20Koffi","False","721_Chu_de_Treichville___Palmeraie___B___JPK___HP_2019_11_08_08_13_26.gpx","3145173"
"721","A","49","50","13457","16","7","10","2019-11-08","Jean-Philippe%20Koffi","False","721_Palmeraie___Chu_de_Treichville___A___JPK_2019_11_08_16_32_24.gpx","3145172"
"770","B","71","75","21791","18","21","23","2019-11-08","Gomis%20LY","False","770___B___LA___HP_2019_11_08_17_32_06.gpx","3145154"
"772","B","61","65","28032","28","15","17","2019-11-08","Gomis%20LY","False","772___B___LA_2019_11_08_08_16_19.gpx","3145153"
"772","A","84","85","27565","20","30","32","2019-11-08","Gomis%20LY","False","772___A___LA___HP_2019_11_08_06_20_32.gpx","3145152"
"77","B","40","40","16748","25","20","22","2019-11-07","Cherif%20Madhy","False","77___B___CAM___HP_2019_11_07_21_05_25.gpx","3144768"
"77","A","59","60","16613","17","22","25","2019-11-07","Cherif%20Madhy","False","77___A___CAM___HP_2019_11_07_20_05_53.gpx","3144653"
"15","A","144","145","19218","8","27","31","2019-11-07","Cherif%20Madhy","False","15___A___CAM___HP_2019_11_07_17_41_04.gpx","3144647"
"33","B","56","60","15393","16","19","20","2019-11-07","kowao%20bruce","False","33___B___BKD___HP_2019_11_07_19_07_27.gpx","3144632"
"33","A","89","90","15028","10","22","23","2019-11-07","kowao%20bruce","False","33___A___BKD___HP_2019_11_07_17_29_38.gpx","3144628"
"50","B","64","65","15738","15","19","21","2019-11-07","Kone%20Mariama","True","50_B_KM_HP_2019_11_07_18_36_00.gpx","3144617"
"50","A","84","85","16833","12","23","26","2019-11-07","Kone%20Mariama","False","50_A_KM_HP_2019_11_07_17_11_12.gpx","3144616"
"13","A","53","55","12664","14","13","16","2019-11-07","Kone%20Mariama","False","13_A_KM_Koumassi_hopital__2019_11_07_09_32_12.gpx","3144615"
"13","B","55","55","12205","13","11","14","2019-11-07","Kone%20Mariama","False","13_B_KM_HP_Koumassi_Hopital__2019_11_07_08_35_34.gpx","3144614"
"13","B","57","60","14245","15","14","17","2019-11-07","Kone%20Mariama","False","13_B_KM_HP_Gare_Koumassi__2019_11_07_06_53_00.gpx","3144613"
"13","A","59","60","22651","23","14","17","2019-11-07","Kone%20Mariama","False","13_A_KM_HP_Gare_Koumassi__2019_11_07_05_50_09.gpx","3144607"
"19","A","76","80","14441","11","27","29","2019-11-07","Coulibaly%20Noura","False","19_A_CN_hp_gare_nord__vridi_iran_2019_11_08_04_48_32.gpx","3144582"
"705","A","27","30","6747","15","3","6","2019-11-07","Jean-Philippe%20Koffi","False","705___Angr__terminus_81_82___Riviera_2___A__JPK_2019_11_07_10_11_27.gpx","3144581"
"705","B","19","20","6096","19","4","6","2019-11-07","Jean-Philippe%20Koffi","False","705___Riviera_2___Angr__terminus_81_82__B__JPK_2019_11_07_09_51_57.gpx","3144580"
"705","A","36","40","7096","12","1","4","2019-11-07","Jean-Philippe%20Koffi","False","705___Angr__terminus_81_82___Riviera_2___A__JPK___HP_2019_11_07_08_57_58.gpx","3144579"
"705","B","20","20","6322","19","10","13","2019-11-07","Jean-Philippe%20Koffi","False","705___Riviera_2___Angr__terminus_81_82__B__JPK___HP_2019_11_07_08_41_37.gpx","3144578"
"708","B","17","20","6876","24","7","10","2019-11-07","Jean-Philippe%20Koffi","False","708_Gare_Sud___La_vie___B___JPK___HP_2019_11_07_08_04_33.gpx","3144577"
"708","A","26","30","6752","15","16","19","2019-11-07","Jean-Philippe%20Koffi","True","708___la_vie___gare_Sud___A___JPK___HP_2019_11_07_07_13_37.gpx","3144576"
"19","A","76","80","14441","11","27","29","2019-11-07","Coulibaly%20Noura","False","19_A_CN_hp_gare_nord__vridi_iran_2019_11_08_04_48_32.gpx","3144575"
"18","B","47","50","13846","18","19","22","2019-11-07","olivier%20kouame","True","18___B___KKO___HP_2019_11_07_18_23_14.gpx","3144574"
"18","A","71","75","13234","11","19","23","2019-11-07","olivier%20kouame","False","18___A___KKO___HP_2019_11_07_17_00_04.gpx","3144573"
"38","B","38","40","10146","16","18","21","2019-11-07","olivier%20kouame","False","38___B___KKO___HP_2019_11_07_08_32_47.gpx","3144572"
"38","A","56","60","11714","13","23","27","2019-11-07","olivier%20kouame","True","38___A___KKO___HP_2019_11_07_07_29_57.gpx","3144570"
"211","A","75","75","22207","18","20","22","2019-11-07","Gomis%20LY","False","211___A___LA___HP_2019_11_07_16_56_02.gpx","3144569"
"201","A","72","75","17167","14","21","23","2019-11-07","Gomis%20LY","True","201___A___LA___HP_2019_11_07_07_12_09.gpx","3144568"
"12","A","95","95","22089","14","23","25","2019-11-07","Coulibaly%20Noura","False","12_A_CN_hp_gare_nord__port_Bouet_phare_2019_11_08_15_23_54.gpx","3144567"
"12","B","60","60","19861","20","13","15","2019-11-07","Coulibaly%20Noura","False","12_B_CN_hp__port_Bouet_phare__gare_nord_2019_11_08_17_05_13.gpx","3144561"
"12","A","95","95","22089","14","23","25","2019-11-07","Coulibaly%20Noura","False","12_A_CN_hp_gare_nord__port_Bouet_phare_2019_11_08_15_23_54.gpx","3144560"
"06","B","52","55","17002","20","17","21","2019-11-07","ZELY%20BEDEL","True","06__a_roport_Fhb___gare_sud__B__HP__ZB_2019_11_07_18_31_14.gpx","3144556"
"06","A","81","85","17737","13","22","25","2019-11-07","ZELY%20BEDEL","False","06__Gare_sud__a_roport_Fhb__A__HP__ZB_2019_11_07_16_40_57.gpx","3144555"
"716","B","64","65","17192","16","9","12","2019-11-07","ZELY%20BEDEL","False","716_Rivera_palmeraie__Carrefour_de_Koumassi__B_ZB_2019_11_07_13_46_33.gpx","3144554"
"716","A","70","70","17341","15","11","14","2019-11-07","ZELY%20BEDEL","False","716__Grand_carrefour_de_Koumassi__Carrefour_palmeraie__A__ZB_2019_11_07_12_27_38.gpx","3144553"
"212","B","107","110","19219","11","16","19","2019-11-07","ZELY%20BEDEL","True","212__Yopougon_Niangon_sud_a_droite__Gare_sud__B___HP___ZB_2019_11_07_07_10_24.gpx","3144552"
"19","B","59","60","16026","16","17","18","2019-11-07","Coulibaly%20Noura","False","19_B_CN_hp__vridi_iran__gare_nord_2019_11_08_06_12_22.gpx","3144543"
"19","A","76","80","14441","11","27","29","2019-11-07","Coulibaly%20Noura","False","19_A_CN_hp_gare_nord__vridi_iran_2019_11_08_04_48_32.gpx","3144542"
"28","A","86","90","17908","12","27","31","2019-11-05","olivier%20kouame","False","28___A___KKO___HP__M_pouto__2019_11_05_06_56_28.gpx","3144571"
"212","A","106","110","18968","11","13","16","2019-11-05","ZELY%20BEDEL","True","212__Gare_sud__Niangon_sud_a_droite__HP__A__ZB_2019_11_05_18_33_01.gpx","3144551"
"212","B","58","60","17954","18","9","12","2019-11-05","ZELY%20BEDEL","False","212__Niangon_sud_a_droite__Gare_sud__B__ZB_2019_11_05_15_42_52.gpx","3144550"
"29","B","94","95","21276","14","26","28","2019-11-05","Coulibaly%20Noura","True","29_B_CN_hp_derri_re_warf___gare_nord_2019_11_05_19_32_24.gpx","3143645"
"29","A","70","70","21449","18","19","20","2019-11-05","Coulibaly%20Noura","False","29_A_CN_hp_gare_nord__derri_re_warf_2019_11_05_18_36_22.gpx","3143616"
"212","A","62","65","18378","18","14","17","2019-11-05","ZELY%20BEDEL","False","212__Gare_sud___Yopougon_Niangon_sud_a_droite__A__ZB_2019_11_05_14_29_24.gpx","3143615"
"210","B","45","45","14394","19","10","13","2019-11-05","ZELY%20BEDEL","False","210__les_rosiers__Gare_sud___B___ZB_2019_11_05_12_40_10.gpx","3143614"
"210","A","61","65","14691","14","16","18","2019-11-05","ZELY%20BEDEL","False","210__Gare_sud___Les_rosiers__A_ZB_2019_11_05_11_39_06.gpx","3143606"
"210","B","79","80","14451","11","16","20","2019-11-05","ZELY%20BEDEL","False","210__Les_rosiers__Gare_sud__HP__B__ZB_2019_11_05_09_07_32.gpx","3143604"
"210","A","42","45","14682","21","5","9","2019-11-05","ZELY%20BEDEL","True","210__Gare_sud__Les_rosiers__A__HP__ZB_2019_11_05_07_50_34.gpx","3143603"
"726","B","50","50","15101","18","14","16","2019-11-05","Coulibaly%20Noura","False","726_B_CN_hp__gare_sud___terminus_amondji_2019_11_05_16_57_50.gpx","3143592"
"51","A","78","80","14428","11","20","22","2019-11-05","Cherif%20Madhy","True","51___A___CAM___HP_2019_11_05_07_16_33.gpx","3143567"
"51","B","54","55","14356","16","17","18","2019-11-05","Cherif%20Madhy","False","51___B___CAM___HP_2019_11_05_08_54_50.gpx","3143565"
"52","B","58","60","16246","17","16","18","2019-11-05","Cherif%20Madhy","False","52___B___CAM_2019_11_05_11_33_29.gpx","3143564"
"61","B","54","55","14819","17","18","21","2019-11-05","Cherif%20Madhy","True","61___B___CAM___HP_2019_11_05_18_17_25.gpx","3143563"
"770","A","47","50","21999","28","3","5","2019-11-05","Gomis%20LY","True","770___A___LA___HP_2019_11_05_18_27_22.gpx","3143561"
"770","B","106","110","22075","12","20","23","2019-11-05","Gomis%20LY","False","770___B___LA_2019_11_05_16_35_08.gpx","3143560"
"713","B","86","90","20670","14","8","10","2019-11-05","Gomis%20LY","True","713___B___LA___HP_2019_11_05_07_10_00.gpx","3143559"
"713","A","54","55","20890","23","16","18","2019-11-05","Gomis%20LY","False","713___A___LA___HP_2019_11_05_06_07_27.gpx","3143558"
"616","A","74","75","20076","16","22","24","2019-11-05","Coulibaly%20Noura","False","616_A_CN_terminus_abbata__gare_nord_2019_11_05_13_13_02.gpx","3143556"
"726","A","64","65","15665","15","13","16","2019-11-05","Coulibaly%20Noura","False","726_A_CN_hp__terminus_amondji___gare_sud_2019_11_05_08_03_44.gpx","3143549"
"206","B","36","40","12658","21","5","7","2019-11-05","Coulibaly%20Noura","False","206_B_CN_hp_h_tel_de_ville__st_Andr__2019_11_05_07_15_14.gpx","3143547"
"206","A","53","55","12743","14","12","14","2019-11-05","Coulibaly%20Noura","True","206_A_CN_hp__st_Andr___h_tel_de_ville_2019_11_05_06_14_31.gpx","3143538"
"701","B","33","35","6965","13","10","14","2019-11-05","Jean-Philippe%20Koffi","True","701___B___JPK___HP_2019_11_05_07_52_26.gpx","3143531"
"701","A","43","45","7827","11","6","8","2019-11-05","Jean-Philippe%20Koffi","False","701___A___JPK___HP_2019_11_05_08_30_02.gpx","3143530"
"710","B","51","55","11167","13","5","8","2019-11-05","Jean-Philippe%20Koffi","False","710_la_vie___kess____B___JPK_2019_11_05_15_53_39.gpx","3143529"
"710","A","44","45","11483","16","8","11","2019-11-05","Jean-Philippe%20Koffi","False","710_Kess____la_Vie___A___JPK_2019_11_05_16_45_28.gpx","3143528"
"59","B","66","70","10005","9","8","11","2019-11-05","Kone%20Mariama","True","59_B_KM_HP_2019_11_05_18_31_22.gpx","3143521"
"59","A","85","85","12693","9","6","9","2019-11-05","Kone%20Mariama","False","59_A_KM_HP_2019_11_05_17_02_35.gpx","3143520"
"50","B","101","105","15596","9","18","21","2019-11-05","Kone%20Mariama","False","50_B_KM_2019_11_05_10_20_38.gpx","3143519"
"50","A","73","75","15811","13","24","27","2019-11-05","Kone%20Mariama","False","50_A_KM_2019_11_05_09_01_39.gpx","3143518"
"83","B","61","65","10366","10","12","15","2019-11-05","Kone%20Mariama","True","83_B_KM_HP_Rivera_2__2019_11_05_07_26_32.gpx","3143517"
"83","A","54","55","9819","11","10","13","2019-11-05","Kone%20Mariama","False","83_A_KM_HP_Rivera_2__2019_11_05_06_26_02.gpx","3143516"
"18","B","58","60","13872","14","17","21","2019-11-05","olivier%20kouame","False","18___B___KKO_2019_11_05_16_31_07.gpx","3143495"
"18","A","50","50","13141","16","16","20","2019-11-05","olivier%20kouame","False","18___A___KKO_2019_11_05_15_38_30.gpx","3143494"
"210","B","54","55","14459","16","16","20","2019-11-05","olivier%20kouame","False","210___B___KKO_2019_11_05_14_37_49.gpx","3143493"
"210","A","48","50","14645","18","15","17","2019-11-05","olivier%20kouame","False","210___A___KKO_2019_11_05_13_47_22.gpx","3143492"
"06","B","85","85","18906","13","22","26","2019-11-05","olivier%20kouame","False","06___B___KKO_2019_11_05_12_19_56.gpx","3143491"
"06","A","96","100","19321","12","25","28","2019-11-05","olivier%20kouame","False","06___A___KKO_2019_11_05_10_29_50.gpx","3143490"
"28","B","100","100","17488","10","27","30","2019-11-05","olivier%20kouame","False","28___B___KKO___HP__M_pouto__2019_11_05_08_23_02.gpx","3143489"
"717","A","83","85","26515","19","25","26","2019-11-05","kowao%20bruce","False","717___A___BKD___HP_2019_11_05_06_23_51.gpx","3143487"
"717","B","41","45","24011","35","1","5","2019-11-05","kowao%20bruce","True","717___B___BKD___HP_2019_11_05_07_51_37.gpx","3143485"
"717","A","91","95","21877","14","15","18","2019-11-05","kowao%20bruce","False","717___A___BKD_2019_11_05_08_39_32.gpx","3143484"
"717","B","79","80","24181","18","19","21","2019-11-05","kowao%20bruce","False","717___B___BKD_2019_11_05_16_02_40.gpx","3143480"
"203","A","86","90","17275","12","18","19","2019-11-04","Gomis%20LY","False","203___A___LA___HP_2019_11_04_17_02_58.gpx","3143181"
"201","A","62","65","17222","17","5","7","2019-11-04","Gomis%20LY","False","201___A___LA_2019_11_04_15_01_59.gpx","3143180"
"49","B","76","80","15905","13","25","27","2019-11-04","Gomis%20LY","False","49___B___LA___Normal_2019_11_04_13_00_49.gpx","3143179"
"770","A","97","100","23629","15","17","20","2019-11-04","Gomis%20LY","False","770___A___LA_2019_11_04_09_39_54.gpx","3143177"
"28","A","68","70","13436","12","23","26","2019-11-04","olivier%20kouame","False","28___A___KKO___HP__RIVIERA_2__2019_11_04_17_56_56.gpx","3143099"
"28","B","88","90","13978","10","21","25","2019-11-04","olivier%20kouame","False","28___B___KKO__RIVIERA_2__2019_11_04_16_23_22.gpx","3143097"
"211","B","89","90","21856","15","21","25","2019-11-04","olivier%20kouame","False","211___B___KKO__GONZACQUEVILLE__2019_11_04_14_11_55.gpx","3143096"
"211","A","69","70","22071","19","20","23","2019-11-04","olivier%20kouame","False","211___A___KKO__GONZACQUEVILLE__2019_11_04_12_55_44.gpx","3143095"
"34","B","66","70","15385","14","14","18","2019-11-04","olivier%20kouame","False","34___B___KKO_2019_11_04_11_47_57.gpx","3143094"
"34","A","43","45","15792","22","10","14","2019-11-04","olivier%20kouame","False","34___A___KKO_2019_11_04_11_01_30.gpx","3143093"
"46","A","46","50","15503","20","18","22","2019-11-04","olivier%20kouame","False","46___A___KKO___HP_2019_11_04_08_29_45.gpx","3143092"
"46","B","89","90","15491","10","22","24","2019-11-04","olivier%20kouame","False","46___B___KKO___HP_2019_11_04_06_54_53.gpx","3143091"
"83","A","17","20","6537","23","2","5","2019-11-04","Kone%20Mariama","False","83_A_KM_HP_Ecole_de_police__2019_11_04_20_29_58.gpx","3143087"
"83","B","28","30","8350","18","9","12","2019-11-04","Kone%20Mariama","False","83_B_KM_HP_Ecole_de_police__2019_11_04_20_01_42.gpx","3143086"
"721","A","138","140","13789","6","10","14","2019-11-04","Kone%20Mariama","False","721_A_KM_2019_11_04_16_18_53.gpx","3143085"
"21","B","97","100","14200","9","13","16","2019-11-04","Kone%20Mariama","False","21_B_KM_2019_11_04_13_29_30.gpx","3143084"
"21","A","132","135","13925","6","18","21","2019-11-04","Kone%20Mariama","False","21_A_KM_2019_11_04_11_14_04.gpx","3143083"
"41","B","103","105","13120","8","16","19","2019-11-04","Kone%20Mariama","True","41_B_KM_HP_2019_11_04_07_45_28.gpx","3143082"
"41","A","94","95","14039","9","19","21","2019-11-04","Kone%20Mariama","False","41_A_KM_HP_2019_11_04_06_04_30.gpx","3143081"
"32","A","62","65","12988","13","25","27","2019-11-04","kowao%20bruce","False","32___A___BKD___HP_2019_11_04_05_47_46.gpx","3143074"
"715","B","33","35","18045","32","4","7","2019-11-04","ZELY%20BEDEL","False","715__Aghien_2_Plateau__Carrefour_Koumassi__ZB___HP__B_2019_11_04_20_56_07.gpx","3143065"
"712","A","71","75","21805","18","13","15","2019-11-04","ZELY%20BEDEL","True","712_Amondji__Grand_carrefour_de_Koumassi___A__hp___ZB_2019_11_04_07_10_39.gpx","3143063"
"712","B","119","120","22710","11","10","12","2019-11-04","ZELY%20BEDEL","False","712_Grand_carrefour_de_Koumassi__Amondji__Hp__B__ZB_2019_11_04_08_33_09.gpx","3143062"
"715","A","96","100","18235","11","9","11","2019-11-04","ZELY%20BEDEL","False","715_Grand_carrefour_de_Koumassi__Aghien_2_plateau___ZB__A_2019_11_04_13_08_50.gpx","3143061"
"715","B","83","85","18163","13","10","13","2019-11-04","ZELY%20BEDEL","False","715__Aghien_2_plateau__Grand_carrefour_de_Koumass___B___ZB_2019_11_04_14_49_08.gpx","3143060"
"716","A","84","85","17165","12","18","17","2019-11-04","ZELY%20BEDEL","False","716__Grand_carrefour_de_Koumassi___Rivera_palmeraie___ZB___A__HP_2019_11_04_16_15_19.gpx","3143058"
"716","B","59","60","17096","17","10","11","2019-11-04","ZELY%20BEDEL","False","716__Rivera_palmeraie__Grand_carrefour_de_Koumassi____B__HP_ZB_2019_11_04_17_44_00.gpx","3143057"
"715","A","58","60","18270","19","14","17","2019-11-04","ZELY%20BEDEL","False","715__Carrefour_de_Koumassi__Aghien_2_plateau___ZB___A__HP_2019_11_04_19_57_05.gpx","3143056"
"32","B","61","65","12981","13","27","29","2019-11-04","kowao%20bruce","False","32___B___BKD___HP_2019_11_04_06_58_57.gpx","3143054"
"13","A","57","60","15570","16","16","18","2019-11-04","kowao%20bruce","False","13___A___BKD__HP_2019_11_04_19_21_02.gpx","3143051"
"13","B","44","45","15391","21","16","18","2019-11-04","kowao%20bruce","False","13___B___BKD___HP_2019_11_04_20_27_07.gpx","3143048"
"503","B","14","15","2004","9","1","3","2019-11-04","Coulibaly%20Noura","True","503_B_CN_hp_gare_lagunaire_plateau__gare_lagunaire_abobodoum__2019_11_04_19_43_12.gpx","3143034"
"503","A","15","15","2142","9","1","3","2019-11-04","Coulibaly%20Noura","True","503_A_CN_hp__gare_lagunaire_abobodoum____gare_lagunaire_plateau_2019_11_04_19_24_56.gpx","3143033"
"501","B","18","20","2289","8","1","3","2019-11-04","Coulibaly%20Noura","False","501_B_CN_hp_gare_lagunaire_Treichville___gare_lagunaire_abobodoum__2019_11_04_18_00_47.gpx","3143032"
"501","A","16","20","2331","9","1","3","2019-11-04","Coulibaly%20Noura","False","501_A_CN_hp__gare_lagunaire_abobodoum____gare_lagunaire_Treichville_2019_11_04_18_21_21.gpx","3143031"
"502","B","19","20","2562","8","2","4","2019-11-04","Coulibaly%20Noura","False","502_B_CN_hp__gare_lagunaire_blockoss__gare_lagunaire_Treichville_2019_11_04_17_19_04.gpx","3143030"
"502","A","18","20","2479","8","2","4","2019-11-04","Coulibaly%20Noura","False","502_A_CN_hp__gare_lagunaire_Treichville__gare_lagunaire_blockoss_2019_11_04_16_03_24.gpx","3143029"
"710","B","42","45","14856","21","5","8","2019-11-04","Jean-Philippe%20Koffi","True","710_Abatta___B___JPK___HP_2019_11_04_07_33_56.gpx","3143028"
"710","A","90","90","15611","10","11","14","2019-11-04","Jean-Philippe%20Koffi","True","710_Abatta___La_vie___A___JPK___HP_2019_11_04_08_16_01.gpx","3143027"
"701","B","41","45","7555","11","4","7","2019-11-04","Jean-Philippe%20Koffi","False","701___B___JPK_2019_11_04_10_35_56.gpx","3143026"
